,mean_s1,median_s1,count_s1,polygon_id,filename_s1,polarization,local_incidence_angle,date_s1,s2_date,mean_s2,median_s2,count_s2,filename_s2,date_s2
1597,-10.99967098236084,7.334864616394043,1110.0,148,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,37.0244140625,20220602,20220604,0.4794117,0.4807407259941101,887.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1598,0.7036415934562683,0.6034636497497559,1110.0,148,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,37.0244140625,20220602,20220604,0.4794117,0.4807407259941101,887.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1599,-7.868170738220215,-7.741462707519531,1324.0,149,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,34.219573974609375,20210806,20210808,0.77957153,0.7838625311851501,1038.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1600,-15.499784469604492,-15.25005054473877,1324.0,149,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,34.219573974609375,20210806,20210808,0.77957153,0.7838625311851501,1038.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1601,-7.868170738220215,7.508587837219238,1324.0,149,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,34.219573974609375,20210806,20210808,0.77957153,0.7838625311851501,1038.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1602,0.6555622816085815,0.5878680348396301,1324.0,149,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,34.219573974609375,20210806,20210808,0.77957153,0.7838625311851501,1038.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1604,-9.278571128845215,-9.017858505249023,1326.0,149,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,34.21198654174805,20220602,20220604,0.15822214,0.15748611092567444,192.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1605,-22.70743179321289,-22.143102645874023,1326.0,149,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,34.21198654174805,20220602,20220604,0.15822214,0.15748611092567444,192.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1606,-9.278571128845215,13.125244140625,1326.0,149,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,34.21198654174805,20220602,20220604,0.15822214,0.15748611092567444,192.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1607,0.24744004011154175,0.186318039894104,1326.0,149,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,34.21198654174805,20220602,20220604,0.15822214,0.15748611092567444,192.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1608,-7.442598819732666,-7.392330646514893,486.0,150,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,34.24857711791992,20210806,20210808,0.77492875,0.7806896567344666,391.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1609,-15.414684295654297,-15.293041229248047,486.0,150,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,34.24857711791992,20210806,20210808,0.77492875,0.7806896567344666,391.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1610,-7.442598819732666,7.900710582733154,486.0,150,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,34.24857711791992,20210806,20210808,0.77492875,0.7806896567344666,391.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1611,0.6269509792327881,0.5590157508850098,486.0,150,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,34.24857711791992,20210806,20210808,0.77492875,0.7806896567344666,391.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1617,-13.743926048278809,-13.522403717041016,344.0,151,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,34.31222915649414,20210806,20210808,0.6578907,0.656204342842102,272.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1618,-20.98274803161621,-20.533395767211914,344.0,151,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,34.31222915649414,20210806,20210808,0.6578907,0.656204342842102,272.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1619,-13.743926048278809,7.010992050170898,344.0,151,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,34.31222915649414,20210806,20210808,0.6578907,0.656204342842102,272.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1620,0.7122337818145752,0.6692864894866943,344.0,151,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,34.31222915649414,20210806,20210808,0.6578907,0.656204342842102,272.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1621,-16.17238426208496,-15.91683292388916,343.0,151,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VV,34.31489181518555,20220121,20220120,0.50064707,0.4995213747024536,272.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1622,-25.304122924804688,-24.230880737304688,339.0,151,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VH,36.256717681884766,20220121,20220120,0.50064707,0.4995213747024536,272.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1623,-16.17238426208496,8.314047813415527,343.0,151,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,CR,34.31489181518555,20220121,20220120,0.50064707,0.4995213747024536,272.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1624,0.6746145486831665,0.556887149810791,343.0,151,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,34.31489181518555,20220121,20220120,0.50064707,0.4995213747024536,272.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1625,0.6746145486831665,0.556887149810791,343.0,151,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,36.256717681884766,20220121,20220120,0.50064707,0.4995213747024536,272.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1630,-17.712162017822266,-17.63412857055664,977.0,152,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,35.03334426879883,20210806,20210808,0.93980026,0.9454545378684998,793.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1631,-24.284059524536133,-23.751399993896484,977.0,152,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,35.03334426879883,20210806,20210808,0.93980026,0.9454545378684998,793.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1632,-17.712162017822266,6.117271423339844,977.0,152,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,35.03334426879883,20210806,20210808,0.93980026,0.9454545378684998,793.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1633,0.8607362508773804,0.8058918118476868,977.0,152,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,35.03334426879883,20210806,20210808,0.93980026,0.9454545378684998,793.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1635,-14.299479484558105,-14.26920223236084,971.0,152,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,35.02532196044922,20220602,20220604,0.9173755,0.9182277321815491,793.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1636,-21.010318756103516,-20.594173431396484,971.0,152,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,35.02532196044922,20220602,20220604,0.9173755,0.9182277321815491,793.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1637,-14.299479484558105,6.3249711990356445,971.0,152,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,35.02532196044922,20220602,20220604,0.9173755,0.9182277321815491,793.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1638,0.8014574646949768,0.7456760406494141,971.0,152,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,35.02532196044922,20220602,20220604,0.9173755,0.9182277321815491,793.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1639,-13.040492057800293,-12.928553581237793,896.0,153,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,35.104225158691406,20210806,20210808,0.8889339,0.8893171548843384,724.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1640,-19.204538345336914,-19.020198822021484,896.0,153,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,35.104225158691406,20210806,20210808,0.8889339,0.8893171548843384,724.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1641,-13.040492057800293,6.091645240783691,896.0,153,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,35.104225158691406,20210806,20210808,0.8889339,0.8893171548843384,724.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1642,0.8763099312782288,0.7882966995239258,896.0,153,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,35.104225158691406,20210806,20210808,0.8889339,0.8893171548843384,724.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1644,-15.327995300292969,-15.38216781616211,904.0,153,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,35.09815216064453,20220602,20220604,0.905696,0.906613826751709,724.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1645,-21.67036247253418,-21.20539093017578,903.0,153,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,35.09815216064453,20220602,20220604,0.905696,0.906613826751709,724.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1646,-15.327995300292969,5.823223114013672,904.0,153,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,35.09815216064453,20220602,20220604,0.905696,0.906613826751709,724.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1647,0.8621383309364319,0.7822455167770386,904.0,153,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,35.09815216064453,20220602,20220604,0.905696,0.906613826751709,724.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1648,-16.95313262939453,-16.826444625854492,521.0,154,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,34.99895095825195,20210806,20210808,0.9294542,0.9321036338806152,425.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1649,-23.262481689453125,-22.616426467895508,520.0,154,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,34.99895095825195,20210806,20210808,0.9294542,0.9321036338806152,425.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1650,-16.95313262939453,5.789981842041016,521.0,154,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,34.99895095825195,20210806,20210808,0.9294542,0.9321036338806152,425.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1651,0.9267798662185669,0.8365373611450195,521.0,154,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,34.99895095825195,20210806,20210808,0.9294542,0.9321036338806152,425.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1653,-16.81500244140625,-16.628028869628906,520.0,154,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,34.98946762084961,20220602,20220604,0.90698844,0.9103063344955444,425.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1654,-23.984050750732422,-23.339513778686523,516.0,154,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,34.98946762084961,20220602,20220604,0.90698844,0.9103063344955444,425.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1655,-16.81500244140625,6.711484909057617,520.0,154,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,34.98946762084961,20220602,20220604,0.90698844,0.9103063344955444,425.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1656,0.7816084623336792,0.6912978887557983,520.0,154,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,34.98946762084961,20220602,20220604,0.90698844,0.9103063344955444,425.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1657,-15.3812837600708,-15.535409927368164,1257.0,155,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,35.00848388671875,20210806,20210808,0.8832844,0.8896177411079407,1005.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1658,-23.011550903320312,-22.386659622192383,1251.0,155,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,35.00848388671875,20210806,20210808,0.8832844,0.8896177411079407,1005.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1659,-15.3812837600708,6.851249694824219,1257.0,155,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,35.00848388671875,20210806,20210808,0.8832844,0.8896177411079407,1005.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1660,0.706096351146698,0.6555430889129639,1257.0,155,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,35.00848388671875,20210806,20210808,0.8832844,0.8896177411079407,1005.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1662,-15.212273597717285,-15.19161605834961,1251.0,155,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,35.000267028808594,20220602,20220604,0.8844414,0.8853415846824646,1005.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1663,-21.27315330505371,-20.849288940429688,1251.0,155,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,35.000267028808594,20220602,20220604,0.8844414,0.8853415846824646,1005.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1664,-15.212273597717285,5.657672882080078,1251.0,155,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,35.000267028808594,20220602,20220604,0.8844414,0.8853415846824646,1005.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1665,0.8946995735168457,0.817110538482666,1251.0,155,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,35.000267028808594,20220602,20220604,0.8844414,0.8853415846824646,1005.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1666,-15.433897018432617,-15.523868560791016,1328.0,156,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,35.0416259765625,20210806,20210808,0.8746337,0.8918803930282593,1072.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1667,-22.844371795654297,-22.176698684692383,1320.0,156,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,35.0416259765625,20210806,20210808,0.8746337,0.8918803930282593,1072.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1668,-15.433897018432617,6.652830123901367,1328.0,156,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,35.0416259765625,20210806,20210808,0.8746337,0.8918803930282593,1072.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1669,0.7647035717964172,0.6632481813430786,1328.0,156,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,35.0416259765625,20210806,20210808,0.8746337,0.8918803930282593,1072.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1671,-15.649148941040039,-15.537378311157227,1324.0,156,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,35.03245544433594,20220602,20220604,0.9150432,0.9168993830680847,1072.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1672,-23.934831619262695,-23.271240234375,1323.0,156,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,35.03245544433594,20220602,20220604,0.9150432,0.9168993830680847,1072.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1673,-15.649148941040039,7.733861923217773,1324.0,156,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,35.03245544433594,20220602,20220604,0.9150432,0.9168993830680847,1072.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1674,0.6427898406982422,0.5833357572555542,1324.0,156,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,35.03245544433594,20220602,20220604,0.9150432,0.9168993830680847,1072.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1675,-15.886801719665527,-15.754884719848633,590.0,157,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VV,34.96649932861328,20210806,20210808,0.93554133,0.9360308051109314,475.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1676,-20.65304946899414,-20.209609985351562,590.0,157,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,VH,34.96649932861328,20210806,20210808,0.93554133,0.9360308051109314,475.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1677,-15.886801719665527,4.45472526550293,590.0,157,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB,CR,34.96649932861328,20210806,20210808,0.93554133,0.9360308051109314,475.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1678,1.0937868356704712,1.0637155771255493,590.0,157,Subset_S1A_IW_GRDH_1SDV_20210806T194104_20210806T194129_039113_049D9A_1D7A_Orb_NR_Cal_TC_dB-RVI,RVI,34.96649932861328,20210806,20210808,0.93554133,0.9360308051109314,475.0,S2A_MSIL2A_20210808T002101_N0500_R116_T54HYF_20230116T191334.SAFE_NDVI,20210808
1679,-16.517963409423828,-16.424083709716797,588.0,157,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VV,34.96830368041992,20220121,20220120,0.2994007,0.29847094416618347,475.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1680,-28.14521026611328,-27.000961303710938,564.0,157,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,VH,36.3636360168457,20220121,20220120,0.2994007,0.29847094416618347,475.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1681,-16.517963409423828,10.57687759399414,588.0,157,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB,CR,34.96830368041992,20220121,20220120,0.2994007,0.29847094416618347,475.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1682,0.38327717781066895,0.313825398683548,588.0,157,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,34.96830368041992,20220121,20220120,0.2994007,0.29847094416618347,475.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1683,0.38327717781066895,0.313825398683548,588.0,157,Subset_S1A_IW_GRDH_1SDV_20220121T194103_20220121T194128_041563_04F181_1F44_Orb_NR_Cal_TC_dB-RVI,RVI,36.3636360168457,20220121,20220120,0.2994007,0.29847094416618347,475.0,S2B_MSIL2A_20220120T002049_N0301_R116_T54HYF_20220120T030118.SAFE_NDVI,20220120
1684,-11.528030395507812,-11.3912935256958,589.0,157,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VV,34.959716796875,20220602,20220604,0.6813071,0.6879256963729858,475.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1685,-20.12198257446289,-19.690731048583984,589.0,157,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,VH,34.959716796875,20220602,20220604,0.6813071,0.6879256963729858,475.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1686,-11.528030395507812,8.299437522888184,589.0,157,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB,CR,34.959716796875,20220602,20220604,0.6813071,0.6879256963729858,475.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
1687,0.5693302154541016,0.5111779570579529,589.0,157,Subset_S1A_IW_GRDH_1SDV_20220602T194106_20220602T194131_043488_05314A_3B6B_Orb_NR_Cal_TC_dB-RVI,RVI,34.959716796875,20220602,20220604,0.6813071,0.6879256963729858,475.0,S2A_MSIL2A_20220604T002101_N0400_R116_T54HYF_20220604T030510.SAFE_NDVI,20220604
